Job Title,Job Description,Required Skills,Salary Range,Location,Company,Experience Level,Industry,Job Type,Date Posted
Data Analytics Manager,"Memimpin tim dan strategi analitik data untuk mendukung pengambilan keputusan berbasis data seperti menggunakan Data Analytics, Team Management.","Data Analytics, Team Management","£80,000 - £130,000",Nottingham,Data Managers,Senior,Analytics,Full-Time,2021-10-18
IT Project Coordinator,Mendukung pelaksanaan proyek melalui koordinasi dan dokumentasi seperti menggunakan Project Coordination.,Project Coordination,"£50,000 - £85,000",Liverpool,Project Coordinators,Mid-Level,Project Management,Full-Time,2021-11-13
Cloud Solutions Analyst,"Menganalisis dan merekomendasikan layanan serta arsitektur cloud seperti menggunakan AWS, Azure, Cloud Analysis.","AWS, Azure, Cloud Analysis","£70,000 - £110,000",Birmingham,Cloud Analysts,Mid-Level,Cloud Computing,Full-Time,2021-12-09
IT Support Specialist,"Memberikan bantuan teknis dan pemecahan masalah perangkat keras, perangkat lunak, dan sistem untuk memastikan operasional IT berjalan lancar seperti menggunakan Windows, Troubleshooting.","Windows, Troubleshooting","£40,000 - £70,000",Cardiff,IT Support Experts,Junior,Support,Full-Time,2020-01-10
Full-stack Developer,"Mengembangkan komponen front-end dan back-end aplikasi, termasuk integrasi database dan API seperti menggunakan JavaScript, Node.js, HTML/CSS.","JavaScript, Node.js, HTML/CSS","£50,000 - £85,000",London,Web Creations,Mid-Level,Web Development,Full-Time,2020-02-20
Data Analyst,"Menganalisis dan menginterpretasikan data terstruktur untuk menghasilkan insight dan laporan seperti menggunakan SQL, Excel, Data Analysis.","SQL, Excel, Data Analysis","£45,000 - £75,000",Manchester,Data Insights,Junior,Data Analysis,Full-Time,2020-03-15
Network Engineer,"Merancang, mengonfigurasi, memonitor, dan memelihara jaringan LAN, WAN, dan internet untuk mendukung operasional organisasi seperti menggunakan Cisco, Networking.","Cisco, Networking","£55,000 - £90,000",Birmingham,Network Experts,Mid-Level,Networking,Full-Time,2020-04-12
Cloud Architect,"Merancang arsitektur berbasis cloud yang skalabel dan aman seperti menggunakan AWS, Azure, Cloud Design.","AWS, Azure, Cloud Design","£70,000 - £110,000",Edinburgh,Cloud Innovations,Senior,Cloud Computing,Full-Time,2020-05-25
Cybersecurity Analyst,"Memonitor sistem dan jaringan untuk mendeteksi serta mencegah ancaman keamanan seperti menggunakan Cybersecurity, Threat Detection.","Cybersecurity, Threat Detection","£60,000 - £95,000",Glasgow,SecureGuard,Mid-Level,Security,Full-Time,2020-06-18
IT Project Manager,"Merencanakan dan mengelola proyek IT agar selesai tepat waktu dan sesuai target seperti menggunakan Project Management, Agile.","Project Management, Agile","£75,000 - £120,000",Leeds,Project Leaders,Senior,Project Management,Full-Time,2020-07-30
Data Scientist,"Mengekstraksi insight dari data skala besar menggunakan statistik, machine learning, dan teknik AI dengan seperti Python, Machine Learning.","Python, Machine Learning","£65,000 - £100,000",Sheffield,Data Insights,Mid-Level,Data Science,Full-Time,2020-08-14
Cloud Solutions Analyst,"Menganalisis dan merekomendasikan layanan serta arsitektur cloud seperti menggunakan AWS, Azure, Cloud Analysis.","AWS, Azure, Cloud Analysis","£55,000 - £90,000",Manchester,Cloud Analysts,Mid-Level,Cloud Computing,Full-Time,2020-09-22
IT Governance Manager,"Menyusun tata kelola IT dan menyelaraskan strategi IT dengan tujuan organisasi seperti menggunakan IT Governance, Compliance.","IT Governance, Compliance","£80,000 - £130,000",Birmingham,IT Governance Mgmt,Senior,Governance,Full-Time,2020-10-09
Software Developer,"Mengembangkan, menguji, dan memelihara aplikasi perangkat lunak sesuai kebutuhan bisnis menggunakan Java, Python, Software Development.","Java, Python, Software Development","£50,000 - £85,000",Bristol,Tech Solutions,Mid-Level,Software Development,Full-Time,2020-11-04
IT Support Specialist,"Memberikan bantuan teknis dan pemecahan masalah perangkat keras, perangkat lunak, dan sistem untuk memastikan operasional IT berjalan lancar seperti menggunakan Windows, Troubleshooting.","Windows, Troubleshooting","£42,000 - £72,000",Glasgow,IT Solutions,Junior,Support,Full-Time,2020-01-28
DevOps Engineer,"Mengotomatiskan dan mengoptimalkan pipeline CI/CD serta infrastruktur seperti menggunakan Docker, Jenkins, DevOps.","Docker, Jenkins, DevOps","£55,000 - £90,000",London,DevOps Solutions,Mid-Level,DevOps,Full-Time,2020-02-25
Database Administrator,"Mengelola sistem basis data untuk memastikan performa, keamanan, dan ketersediaan seperti menggunakan SQL, Database Management.","SQL, Database Management","£50,000 - £85,000",Manchester,Data Management,Mid-Level,Database,Full-Time,2020-03-19
UX Designer,"Merancang pengalaman pengguna yang intuitif melalui riset dan pengujian kegunaan seperti menggunakan UX Design, Prototyping.","UX Design, Prototyping","£45,000 - £75,000",Birmingham,UX Innovations,Junior,Design,Full-Time,2020-04-15
IT Consultant,"Memberikan rekomendasi dan solusi strategis IT bagi organisasi seperti menggunakan Consulting, IT Strategy.","Consulting, IT Strategy","£75,000 - £120,000",Edinburgh,IT Consultancy,Senior,Consulting,Full-Time,2020-05-30
Software Tester,"Menguji aplikasi perangkat lunak untuk menemukan bug dan memastikan fungsionalitas sistem seperti menggunakan Manual Testing, Bug Tracking.","Manual Testing, Bug Tracking","£40,000 - £70,000",Glasgow,QA Solutions,Junior,Quality Assurance,Full-Time,2020-06-22
IT Security Analyst,"Menganalisis kerentanan dan memastikan perlindungan aset IT seperti menggunakan Security, Threat Analysis.","Security, Threat Analysis","£50,000 - £85,000",Leeds,SecureIT,Mid-Level,Security,Full-Time,2020-07-17
Data Engineer,"Membangun dan memelihara pipeline serta infrastruktur data untuk mendukung analitik seperti menggunakan ETL, Big Data, SQL.","ETL, Big Data, SQL","£60,000 - £95,000",Bristol,Data Engineers,Mid-Level,Data Engineering,Full-Time,2020-08-09
Front-end Developer,"Membangun antarmuka pengguna yang responsif dan interaktif dengan fokus pada pengalaman pengguna  seperti menggunakan HTML, CSS, JavaScript.","HTML, CSS, JavaScript","£45,000 - £75,000",Sheffield,Web Studios,Mid-Level,Web Development,Full-Time,2020-09-02
AI/ML Engineer,"Merancang dan menerapkan model kecerdasan buatan dan machine learning ke lingkungan produksi seperti menggunakan Python, TensorFlow, AI/ML.","Python, TensorFlow, AI/ML","£70,000 - £110,000",Newcastle,AI Innovations,Mid-Level,Artificial Intelligence,Full-Time,2020-10-27
IT Auditor,"Melakukan audit sistem dan proses IT untuk memastikan kontrol dan kepatuhan seperti menggunakan Audit, Risk Management.","Audit, Risk Management","£55,000 - £90,000",Cardiff,Audit Experts,Mid-Level,Audit,Full-Time,2020-11-22
IT Trainer,"Menyelenggarakan pelatihan untuk meningkatkan keterampilan teknis seperti menggunakan Training, IT Education.","Training, IT Education","£35,000 - £60,000",Liverpool,IT Training,Junior,Education,Full-Time,2020-12-15
Cloud Security Engineer,"Mengimplementasikan kontrol dan kebijakan keamanan pada infrastruktur cloud seperti menggunakan Cloud Security, Encryption.","Cloud Security, Encryption","£70,000 - £110,000",Nottingham,SecureCloud,Mid-Level,Security,Full-Time,2020-01-12
IT Procurement Specialist,"Menangani proses pengadaan barang dan jasa IT secara efisien seperti menggunakan Procurement, Vendor Management.","Procurement, Vendor Management","£55,000 - £90,000",Sheffield,ProcureIT,Mid-Level,Procurement,Full-Time,2020-02-05
UX Researcher,"Melakukan riset pengguna untuk memahami perilaku dan meningkatkan kegunaan produk seperti menggunakan User Research, UX Design.","User Research, UX Design","£48,000 - £80,000",Bristol,UX Labs,Junior,Design,Full-Time,2020-03-01
Blockchain Developer,"Mengembangkan aplikasi terdesentralisasi dan smart contract pada platform blockchain seperti menggunakan Blockchain, Solidity.","Blockchain, Solidity","£65,000 - £100,000",Liverpool,Blockchain Tech,Mid-Level,Blockchain,Full-Time,2020-04-18
IT Risk Analyst,"Mengidentifikasi dan mengelola risiko IT terhadap operasional bisnis seperti menggunakan Risk Assessment, Compliance.","Risk Assessment, Compliance","£50,000 - £85,000",Nottingham,Risk Analysts,Mid-Level,Risk Management,Full-Time,2020-05-14
Cloud Support Engineer,"Memberikan dukungan teknis dan operasional untuk lingkungan cloud seperti menggunakan AWS, Azure, Cloud Services.","AWS, Azure, Cloud Services","£45,000 - £75,000",Sheffield,Cloud Support,Junior,Support,Full-Time,2020-06-09
IT Sales Manager,"Memimpin strategi penjualan produk dan layanan IT seperti menggunakan Sales, IT Sales.","Sales, IT Sales","£80,000 - £130,000",Manchester,Sales Leaders,Senior,Sales,Full-Time,2020-07-04
Data Privacy Officer,"Memastikan perlindungan dan penggunaan data pribadi secara sah seperti menggunakan GDPR, Data Protection.","GDPR, Data Protection","£60,000 - £95,000",Birmingham,Data Privacy,Mid-Level,Data Privacy,Full-Time,2020-08-30
Software Architect,"Menentukan arsitektur sistem dan standar teknis untuk solusi perangkat lunak yang skalabel seperti menggunakan Architecture, Design Patterns.","Architecture, Design Patterns","£90,000 - £140,000",Nottingham,Software Architects,Senior,Software Design,Full-Time,2020-09-25
IT Quality Analyst,"Menganalisis, menguji, dan mengevaluasi sistem serta proses IT untuk memastikan kualitas, kepatuhan, dan keandalan layanan menggunakan QA, Testing.","QA, Testing","£55,000 - £90,000",Sheffield,QA Analysts,Mid-Level,Quality Assurance,Full-Time,2020-10-20
Mobile App Developer,"Merancang dan mengembangkan aplikasi mobile untuk platform Android atau iOS seperti menggunakan iOS, Android, Mobile Development.","iOS, Android, Mobile Development","£70,000 - £110,000",Liverpool,Mobile Devs,Mid-Level,Mobile Development,Full-Time,2020-11-22
IT Procurement Manager,"Mengelola strategi pengadaan IT dan hubungan dengan vendor seperti menggunakan Procurement, Supply Chain.","Procurement, Supply Chain","£75,000 - £120,000",Nottingham,Procurement Mgmt,Senior,Procurement,Full-Time,2020-12-17
IT Compliance Officer,"Memastikan operasional IT sesuai dengan regulasi dan kebijakan yang berlaku seperti menggunakan Compliance, Regulations.","Compliance, Regulations","£65,000 - £100,000",Manchester,Compliance Experts,Mid-Level,Compliance,Full-Time,2020-01-11
Full-stack Developer,"Mengembangkan komponen front-end dan back-end aplikasi, termasuk integrasi database dan API seperti menggunakan JavaScript, Node.js, HTML/CSS.","JavaScript, Node.js, HTML/CSS","£55,000 - £90,000",Birmingham,Web Creations,Mid-Level,Web Development,Full-Time,2020-02-06
IT Business Analyst,"Menjembatani kebutuhan bisnis dan solusi IT melalui analisis dan dokumentasi seperti menggunakan Business Analysis, IT Strategy.","Business Analysis, IT Strategy","£60,000 - £95,000",Edinburgh,IT Analysts,Mid-Level,Business Analysis,Full-Time,2020-03-03
IT Trainer,"Menyelenggarakan pelatihan untuk meningkatkan keterampilan teknis seperti menggunakan Training, IT Education.","Training, IT Education","£40,000 - £70,000",Glasgow,IT Training,Junior,Education,Full-Time,2020-04-01
AI Ethics Consultant,"Memastikan penggunaan teknologi AI yang etis, adil, dan bertanggung jawab seperti menggunakan Ethics, AI Governance.","Ethics, AI Governance","£75,000 - £120,000",Leeds,AI Ethics,Senior,Ethics,Full-Time,2020-05-26
IT Support Specialist,"Memberikan bantuan teknis dan pemecahan masalah perangkat keras, perangkat lunak, dan sistem untuk memastikan operasional IT berjalan lancar seperti menggunakan Windows, Troubleshooting.","Windows, Troubleshooting","£45,000 - £75,000",Sheffield,IT Support Specialists,Mid-Level,Support,Full-Time,2020-06-21
Data Analytics Manager,"Memimpin tim dan strategi analitik data untuk mendukung pengambilan keputusan berbasis data seperti menggunakan Data Analytics, Team Management.","Data Analytics, Team Management","£80,000 - £130,000",Nottingham,Data Managers,Senior,Analytics,Full-Time,2020-07-16
IT Project Coordinator,Mendukung pelaksanaan proyek melalui koordinasi dan dokumentasi seperti menggunakan Project Coordination.,Project Coordination,"£50,000 - £85,000",Liverpool,Project Coordinators,Mid-Level,Project Management,Full-Time,2020-08-11
Cloud Solutions Analyst,"Menganalisis dan merekomendasikan layanan serta arsitektur cloud seperti menggunakan AWS, Azure, Cloud Analysis.","AWS, Azure, Cloud Analysis","£70,000 - £110,000",Birmingham,Cloud Analysts,Mid-Level,Cloud Computing,Full-Time,2020-09-06
IT Support Specialist,"Memberikan bantuan teknis dan pemecahan masalah perangkat keras, perangkat lunak, dan sistem untuk memastikan operasional IT berjalan lancar seperti menggunakan Windows, Troubleshooting.","Windows, Troubleshooting","£40,000 - £70,000",Cardiff,IT Support Experts,Junior,Support,Full-Time,2019-01-10
Full-stack Developer,"Mengembangkan komponen front-end dan back-end aplikasi, termasuk integrasi database dan API seperti menggunakan JavaScript, Node.js, HTML/CSS.","JavaScript, Node.js, HTML/CSS","£50,000 - £85,000",London,Web Creations,Mid-Level,Web Development,Full-Time,2019-02-20
Data Analyst,"Menganalisis dan menginterpretasikan data terstruktur untuk menghasilkan insight dan laporan seperti menggunakan SQL, Excel, Data Analysis.","SQL, Excel, Data Analysis","£45,000 - £75,000",Manchester,Data Insights,Junior,Data Analysis,Full-Time,2019-03-15
Network Engineer,"Merancang, mengonfigurasi, memonitor, dan memelihara jaringan LAN, WAN, dan internet untuk mendukung operasional organisasi seperti menggunakan Cisco, Networking.","Cisco, Networking","£55,000 - £90,000",Birmingham,Network Experts,Mid-Level,Networking,Full-Time,2019-04-12
Cloud Architect,"Merancang arsitektur berbasis cloud yang skalabel dan aman seperti menggunakan AWS, Azure, Cloud Design.","AWS, Azure, Cloud Design","£70,000 - £110,000",Edinburgh,Cloud Innovations,Senior,Cloud Computing,Full-Time,2019-05-25
Cybersecurity Analyst,"Memonitor sistem dan jaringan untuk mendeteksi serta mencegah ancaman keamanan seperti menggunakan Cybersecurity, Threat Detection.","Cybersecurity, Threat Detection","£60,000 - £95,000",Glasgow,SecureGuard,Mid-Level,Security,Full-Time,2019-06-18
IT Project Manager,"Merencanakan dan mengelola proyek IT agar selesai tepat waktu dan sesuai target seperti menggunakan Project Management, Agile.","Project Management, Agile","£75,000 - £120,000",Leeds,Project Leaders,Senior,Project Management,Full-Time,2019-07-30
Data Scientist,"Mengekstraksi insight dari data skala besar menggunakan statistik, machine learning, dan teknik AI dengan seperti Python, Machine Learning.","Python, Machine Learning","£65,000 - £100,000",Sheffield,Data Insights,Mid-Level,Data Science,Full-Time,2019-08-14
Cloud Solutions Analyst,"Menganalisis dan merekomendasikan layanan serta arsitektur cloud seperti menggunakan AWS, Azure, Cloud Analysis.","AWS, Azure, Cloud Analysis","£55,000 - £90,000",Manchester,Cloud Analysts,Mid-Level,Cloud Computing,Full-Time,2019-09-22
IT Governance Manager,"Menyusun tata kelola IT dan menyelaraskan strategi IT dengan tujuan organisasi seperti menggunakan IT Governance, Compliance.","IT Governance, Compliance","£80,000 - £130,000",Birmingham,IT Governance Mgmt,Senior,Governance,Full-Time,2019-10-09
Software Developer,"Mengembangkan, menguji, dan memelihara aplikasi perangkat lunak sesuai kebutuhan bisnis menggunakan Java, Python, Software Development.","Java, Python, Software Development","£50,000 - £85,000",Bristol,Tech Solutions,Mid-Level,Software Development,Full-Time,2019-11-04
IT Support Specialist,"Memberikan bantuan teknis dan pemecahan masalah perangkat keras, perangkat lunak, dan sistem untuk memastikan operasional IT berjalan lancar seperti menggunakan Windows, Troubleshooting.","Windows, Troubleshooting","£42,000 - £72,000",Glasgow,IT Solutions,Junior,Support,Full-Time,2019-01-28
DevOps Engineer,"Mengotomatiskan dan mengoptimalkan pipeline CI/CD serta infrastruktur seperti menggunakan Docker, Jenkins, DevOps.","Docker, Jenkins, DevOps","£55,000 - £90,000",London,DevOps Solutions,Mid-Level,DevOps,Full-Time,2019-02-25
Database Administrator,"Mengelola sistem basis data untuk memastikan performa, keamanan, dan ketersediaan seperti menggunakan SQL, Database Management.","SQL, Database Management","£50,000 - £85,000",Manchester,Data Management,Mid-Level,Database,Full-Time,2019-03-19
UX Designer,"Merancang pengalaman pengguna yang intuitif melalui riset dan pengujian kegunaan seperti menggunakan UX Design, Prototyping.","UX Design, Prototyping","£45,000 - £75,000",Birmingham,UX Innovations,Junior,Design,Full-Time,2019-04-15
IT Consultant,"Memberikan rekomendasi dan solusi strategis IT bagi organisasi seperti menggunakan Consulting, IT Strategy.","Consulting, IT Strategy","£75,000 - £120,000",Edinburgh,IT Consultancy,Senior,Consulting,Full-Time,2019-05-30
Software Tester,"Menguji aplikasi perangkat lunak untuk menemukan bug dan memastikan fungsionalitas sistem seperti menggunakan Manual Testing, Bug Tracking.","Manual Testing, Bug Tracking","£40,000 - £70,000",Glasgow,QA Solutions,Junior,Quality Assurance,Full-Time,2019-06-22
IT Security Analyst,"Menganalisis kerentanan dan memastikan perlindungan aset IT seperti menggunakan Security, Threat Analysis.","Security, Threat Analysis","£50,000 - £85,000",Leeds,SecureIT,Mid-Level,Security,Full-Time,2019-07-17
Data Engineer,"Membangun dan memelihara pipeline serta infrastruktur data untuk mendukung analitik seperti menggunakan ETL, Big Data, SQL.","ETL, Big Data, SQL","£60,000 - £95,000",Bristol,Data Engineers,Mid-Level,Data Engineering,Full-Time,2019-08-09
Front-end Developer,"Membangun antarmuka pengguna yang responsif dan interaktif dengan fokus pada pengalaman pengguna  seperti menggunakan HTML, CSS, JavaScript.","HTML, CSS, JavaScript","£45,000 - £75,000",Sheffield,Web Studios,Mid-Level,Web Development,Full-Time,2019-09-02
AI/ML Engineer,"Merancang dan menerapkan model kecerdasan buatan dan machine learning ke lingkungan produksi seperti menggunakan Python, TensorFlow, AI/ML.","Python, TensorFlow, AI/ML","£70,000 - £110,000",Newcastle,AI Innovations,Mid-Level,Artificial Intelligence,Full-Time,2019-10-27
IT Auditor,"Melakukan audit sistem dan proses IT untuk memastikan kontrol dan kepatuhan seperti menggunakan Audit, Risk Management.","Audit, Risk Management","£55,000 - £90,000",Cardiff,Audit Experts,Mid-Level,Audit,Full-Time,2019-11-22
IT Trainer,"Menyelenggarakan pelatihan untuk meningkatkan keterampilan teknis seperti menggunakan Training, IT Education.","Training, IT Education","£35,000 - £60,000",Liverpool,IT Training,Junior,Education,Full-Time,2019-12-15
Cloud Security Engineer,"Mengimplementasikan kontrol dan kebijakan keamanan pada infrastruktur cloud seperti menggunakan Cloud Security, Encryption.","Cloud Security, Encryption","£70,000 - £110,000",Nottingham,SecureCloud,Mid-Level,Security,Full-Time,2019-01-12
IT Procurement Specialist,"Menangani proses pengadaan barang dan jasa IT secara efisien seperti menggunakan Procurement, Vendor Management.","Procurement, Vendor Management","£55,000 - £90,000",Sheffield,ProcureIT,Mid-Level,Procurement,Full-Time,2019-02-05
UX Researcher,"Melakukan riset pengguna untuk memahami perilaku dan meningkatkan kegunaan produk seperti menggunakan User Research, UX Design.","User Research, UX Design","£48,000 - £80,000",Bristol,UX Labs,Junior,Design,Full-Time,2019-03-01
Blockchain Developer,"Mengembangkan aplikasi terdesentralisasi dan smart contract pada platform blockchain seperti menggunakan Blockchain, Solidity.","Blockchain, Solidity","£65,000 - £100,000",Liverpool,Blockchain Tech,Mid-Level,Blockchain,Full-Time,2019-04-18
IT Risk Analyst,"Mengidentifikasi dan mengelola risiko IT terhadap operasional bisnis seperti menggunakan Risk Assessment, Compliance.","Risk Assessment, Compliance","£50,000 - £85,000",Nottingham,Risk Analysts,Mid-Level,Risk Management,Full-Time,2019-05-14
Cloud Support Engineer,"Memberikan dukungan teknis dan operasional untuk lingkungan cloud seperti menggunakan AWS, Azure, Cloud Services.","AWS, Azure, Cloud Services","£45,000 - £75,000",Sheffield,Cloud Support,Junior,Support,Full-Time,2019-06-09
IT Sales Manager,"Memimpin strategi penjualan produk dan layanan IT seperti menggunakan Sales, IT Sales.","Sales, IT Sales","£80,000 - £130,000",Manchester,Sales Leaders,Senior,Sales,Full-Time,2019-07-04
Data Privacy Officer,"Memastikan perlindungan dan penggunaan data pribadi secara sah seperti menggunakan GDPR, Data Protection.","GDPR, Data Protection","£60,000 - £95,000",Birmingham,Data Privacy,Mid-Level,Data Privacy,Full-Time,2019-08-30
Software Architect,"Menentukan arsitektur sistem dan standar teknis untuk solusi perangkat lunak yang skalabel seperti menggunakan Architecture, Design Patterns.","Architecture, Design Patterns","£90,000 - £140,000",Nottingham,Software Architects,Senior,Software Design,Full-Time,2019-09-25
IT Quality Analyst,"Menganalisis, menguji, dan mengevaluasi sistem serta proses IT untuk memastikan kualitas, kepatuhan, dan keandalan layanan menggunakan QA, Testing.","QA, Testing","£55,000 - £90,000",Sheffield,QA Analysts,Mid-Level,Quality Assurance,Full-Time,2019-10-20
Mobile App Developer,"Merancang dan mengembangkan aplikasi mobile untuk platform Android atau iOS seperti menggunakan iOS, Android, Mobile Development.","iOS, Android, Mobile Development","£70,000 - £110,000",Liverpool,Mobile Devs,Mid-Level,Mobile Development,Full-Time,2019-11-22
IT Procurement Manager,"Mengelola strategi pengadaan IT dan hubungan dengan vendor seperti menggunakan Procurement, Supply Chain.","Procurement, Supply Chain","£75,000 - £120,000",Nottingham,Procurement Mgmt,Senior,Procurement,Full-Time,2019-12-17
IT Compliance Officer,"Memastikan operasional IT sesuai dengan regulasi dan kebijakan yang berlaku seperti menggunakan Compliance, Regulations.","Compliance, Regulations","£65,000 - £100,000",Manchester,Compliance Experts,Mid-Level,Compliance,Full-Time,2019-01-11
Full-stack Developer,"Mengembangkan komponen front-end dan back-end aplikasi, termasuk integrasi database dan API seperti menggunakan JavaScript, Node.js, HTML/CSS.","JavaScript, Node.js, HTML/CSS","£55,000 - £90,000",Birmingham,Web Creations,Mid-Level,Web Development,Full-Time,2019-02-06
IT Business Analyst,"Menjembatani kebutuhan bisnis dan solusi IT melalui analisis dan dokumentasi seperti menggunakan Business Analysis, IT Strategy.","Business Analysis, IT Strategy","£60,000 - £95,000",Edinburgh,IT Analysts,Mid-Level,Business Analysis,Full-Time,2019-03-03
IT Trainer,"Menyelenggarakan pelatihan untuk meningkatkan keterampilan teknis seperti menggunakan Training, IT Education.","Training, IT Education","£40,000 - £70,000",Glasgow,IT Training,Junior,Education,Full-Time,2019-04-01
AI Ethics Consultant,"Memastikan penggunaan teknologi AI yang etis, adil, dan bertanggung jawab seperti menggunakan Ethics, AI Governance.","Ethics, AI Governance","£75,000 - £120,000",Leeds,AI Ethics,Senior,Ethics,Full-Time,2019-05-26
IT Support Specialist,"Memberikan bantuan teknis dan pemecahan masalah perangkat keras, perangkat lunak, dan sistem untuk memastikan operasional IT berjalan lancar seperti menggunakan Windows, Troubleshooting.","Windows, Troubleshooting","£45,000 - £75,000",Sheffield,IT Support Specialists,Mid-Level,Support,Full-Time,2019-06-21
Data Analytics Manager,"Memimpin tim dan strategi analitik data untuk mendukung pengambilan keputusan berbasis data seperti menggunakan Data Analytics, Team Management.","Data Analytics, Team Management","£80,000 - £130,000",Nottingham,Data Managers,Senior,Analytics,Full-Time,2019-07-16
IT Project Coordinator,Mendukung pelaksanaan proyek melalui koordinasi dan dokumentasi seperti menggunakan Project Coordination.,Project Coordination,"£50,000 - £85,000",Liverpool,Project Coordinators,Mid-Level,Project Management,Full-Time,2019-08-11
Cloud Solutions Analyst,"Menganalisis dan merekomendasikan layanan serta arsitektur cloud seperti menggunakan AWS, Azure, Cloud Analysis.","AWS, Azure, Cloud Analysis","£70,000 - £110,000",Birmingham,Cloud Analysts,Mid-Level,Cloud Computing,Full-Time,2019-09-06
